"par1","par2","par3","",""
0.999999999968758,0.940216184152465,24.6627521023259,8.7403367450304,1
0.999999999999927,0.0245992644294229,39.9999999999699,23.1974395512004,2
0.653219521730459,0.839587162366584,39.9999999999999,7.94878534460793,3
0.972208406595179,0.532715725163589,5.79200999265469,15.678186956308,4
0.999999999999998,0.00832259643369304,39.9999999991024,30.0898355087595,5
1,0.958415547966553,39.9999999999993,14.1163901584424,6
0.983366902032723,1,38.8767389718225,10.3972077083992,7
0.925251434632035,1,39.63827080219,9.01091334727929,8
1,1,1.5040774148598,28.452891581831,9
0.977883938162405,1,38.4707469151422,7.6246189861594,10
1,1,2.60268969115927,20.4474857570099,11
0.98090282646865,1,39.2408519177784,15.2492379723188,12
0.952207861388962,1,39.663782696897,11.0903548889591,13
0.991108906366099,1,37.7988071873151,10.3972077083992,14
0.967383929363805,1,39.4432601501888,6.93147180559945,15
0.999991906689781,0.999999999995395,37.1279203965119,11.7835020695191,16
0.999999999999996,0.0281914957984755,39.9999999999723,27.2774166091378,17
1,0.0237501142728782,39.9999999999999,25.6715811344279,18
0.948047780109032,1,39.785126466282,13.169796430639,19
0.971349490007829,1,39.286375619548,16.6355323334387,20
0.94402326829191,1,39.5756522789641,7.6246189861594,21
1,1,0.747214406539661,31.4453080959162,22
1,1,1.0414538960137,30.529862816045,23
0.999999999999999,0.677223360197842,9.41868379712129,9.27794009863357,24
0.226434445563671,3.86445260354614e-09,3.57605972811896e-10,33.2710646668773,25
1,0.77027191735869,8.91653211299997,13.3399641541279,26
0.999999950931573,0.988435306327465,39.6892178503886,6.93147180559945,27
0.997338921459161,1,39.5047689706882,11.7835020695191,28
0.0298319525396954,0.99999999993124,39.9999760837754,18.3285489789493,29
1,1,3.58351889808974,12.2218999695757,30
0.995800165185234,1,38.3270477469847,12.476649250079,31
0.978845762060966,1,39.4617819209558,15.2492379723188,32
0.999999999974463,0.971031026766468,24.6409460824935,10.9204558531996,33
1,0.999999999999997,0.91629068411652,31.2786352354089,34
0.999999778524332,0.954858868169798,25.4881082068235,6.40822366267987,35
1,0.999999999999998,1.38629435818016,28.4524457413334,36
0.999999999999841,0.0245790555043739,39.9999999976553,27.0522262417151,37
0.999999999999999,0.491063125294502,6.14652936402907,15.5618711586271,38
0.961711342072281,1,38.5068162256683,8.31776616671934,39
1,1,2.80336038556179,16.677051609895,40
0.999999999933977,0.951879626013877,23.9851897507844,9.18081238826632,41
0.247974972926038,0.956519908387435,39.9999999999992,8.80194392033315,42
0.0492958932156147,0.999999999999797,39.9999999994523,14.7398509687209,43
1,1,0.485507843740852,32.6700710868717,44
0.21185427201524,0.930354335730205,39.9999999999997,8.60624667614868,45
0.999998569553953,0.999999999943802,36.7758846380937,9.01091334727929,46
0.999999999987502,0.974726503571531,28.1366855032217,9.36426245432234,47
0.976747035287551,1,36.9886977115417,13.169796430639,48
0.499243374458988,0.642743274486314,9.51266002055175,10.1633772699119,49
1,0.999999999999999,2.14006618506207,26.4946876303252,50
